,Vid_num,Video Link
28,28,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0139/Dry_Eye_Zoom_Group_October_14_2022102_clip4.mp4
29,29,data/engagement/video/Zoom_Focus_Group/clip0020/Zoom_Focus_Group25_clip6.mp4
30,30,data/engagement/video/Zoom_Focus_Group/clip0062/Zoom_Focus_Group55_clip3.mp4
31,31,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0102/Te_Awamutu_Community_Board_Meeting_14_September_2021211_clip1.mp4
32,32,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0022/Te_Awamutu_Community_Board_Meeting_14_September_2021180_clip1.mp4
33,33,data/engagement/video/August_Facebook_Live/clip0025/August_Facebook_Live21_clip4.mp4
34,34,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0082/Te_Awamutu_Community_Board_Meeting_14_September_2021203_clip1.mp4
35,35,data/engagement/video/Group_therapy_video_2/clip0067/Group_therapy_video_247_clip2.mp4
36,36,data/engagement/video/grief_support_group/clip0001/grief_support_group11_clip4.mp4
37,37,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0073/Stroke_Buddies_Support_Group_Meeting_#591_clip1.mp4
38,38,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0032/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202187_clip3.mp4
39,39,data/engagement/video/August_Facebook_Live/clip0052/August_Facebook_Live34_clip8.mp4
40,40,data/engagement/video/Zoom_Focus_Group/clip0072/Zoom_Focus_Group67_clip1.mp4
41,41,data/engagement/video/August_Facebook_Live/clip0114/August_Facebook_Live62_clip4.mp4
42,42,data/engagement/video/Group_therapy_video_2/clip0117/Group_therapy_video_285_clip4.mp4
43,43,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0093/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic71_clip6.mp4
44,44,data/engagement/video/August_Facebook_Live/clip0045/August_Facebook_Live29_clip4.mp4
45,45,data/engagement/video/grief_support_group/clip0017/grief_support_group31_clip2.mp4
46,46,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0111/Dry_Eye_Zoom_Group_October_14_202286_clip1.mp4
47,47,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0001/Te_Awamutu_Community_Board_Meeting_14_September_2021172_clip5.mp4
48,48,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0129/Dry_Eye_Zoom_Group_October_14_202298_clip2.mp4
49,49,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0108/Te_Awamutu_Community_Board_Meeting_14_September_2021213_clip2.mp4
50,50,data/engagement/video/Group_therapy_video_2/clip0053/Group_therapy_video_238_clip4.mp4
51,51,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0045/Te_Awamutu_Community_Board_Meeting_14_September_2021189_clip2.mp4
52,52,data/engagement/video/Group_therapy_video_2/clip0105/Group_therapy_video_274_clip3.mp4
53,53,data/engagement/video/Zoom_Focus_Group/clip0086/Zoom_Focus_Group80_clip2.mp4
54,54,data/engagement/video/zoom_group_therapy_session_1/clip0023/zoom_group_therapy_session_141_clip1.mp4
55,55,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0007/Mock_Group_Therapy_Session_Substance_Abuse9_clip2.mp4
56,56,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0013/Te_Awamutu_Community_Board_Meeting_14_September_2021177_clip8.mp4
57,57,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0075/Stroke_Buddies_Support_Group_Meeting_#591_clip2.mp4
58,58,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0100/Te_Awamutu_Community_Board_Meeting_14_September_2021211_clip5.mp4
59,59,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0117/Dry_Eye_Zoom_Group_October_14_202289_clip5.mp4
60,60,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0133/Dry_Eye_Zoom_Group_October_14_202299_clip3.mp4
61,61,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0115/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic88_clip2.mp4
62,62,data/engagement/video/Zoom_Focus_Group/clip0074/Zoom_Focus_Group69_clip2.mp4
63,63,data/engagement/video/Zoom_Focus_Group/clip0026/Zoom_Focus_Group29_clip2.mp4
64,64,data/engagement/video/Group_therapy_video_2/clip0031/Group_therapy_video_219_clip5.mp4
65,65,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0129/Dry_Eye_Zoom_Group_October_14_202298_clip3.mp4
66,66,data/engagement/video/August_Facebook_Live/clip0097/August_Facebook_Live56_clip7.mp4
67,67,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0073/Stroke_Buddies_Support_Group_Meeting_#591_clip3.mp4
68,68,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0009/Dry_Eye_Zoom_Group_October_14_202231_clip3.mp4
69,69,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0081/Dry_Eye_Zoom_Group_October_14_202276_clip1.mp4
70,70,data/engagement/video/PCA_Support_Group_Webina-9th_December_2022/clip0008/PCA_Support_Group_Webina-9th_December_2022125_clip1.mp4
71,71,data/engagement/video/Group_therapy_video_2/clip0048/Group_therapy_video_235_clip1.mp4
72,72,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0056/Te_Awamutu_Community_Board_Meeting_14_September_2021193_clip3.mp4
73,73,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0010/PCA_Support_Group_Webinar_-_1st_December_2023119_clip5.mp4
74,74,data/engagement/video/grief_support_group/clip0009/grief_support_group18_clip3.mp4
75,75,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0056/Te_Awamutu_Community_Board_Meeting_14_September_2021193_clip6.mp4
76,76,data/engagement/video/Mock_Group_Therapy_Session_Substance_Abuse/clip0020/Mock_Group_Therapy_Session_Substance_Abuse29_clip4.mp4
77,77,data/engagement/video/Group_therapy_video_2/clip0089/Group_therapy_video_263_clip5.mp4
78,78,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0014/Dry_Eye_Zoom_Group_October_14_202234_clip2.mp4
79,79,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0027/Te_Awamutu_Community_Board_Meeting_14_September_2021181_clip2.mp4
80,80,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0010/Stroke_Buddies_Support_Group_Meeting_#59_clip2.mp4
81,81,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0058/Te_Awamutu_Community_Board_Meeting_14_September_2021194_clip8.mp4
82,82,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0054/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic50_clip2.mp4
83,83,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0109/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic83_clip6.mp4
84,84,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0066/Te_Awamutu_Community_Board_Meeting_14_September_2021196_clip5.mp4
85,85,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0042/Stroke_Buddies_Support_Group_Meeting_#561_clip4.mp4
86,86,data/engagement/video/Group_therapy_video_2/clip0056/Group_therapy_video_241_clip3.mp4
87,87,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0047/Dry_Eye_Zoom_Group_October_14_202250_clip5.mp4
88,88,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0153/Dry_Eye_Zoom_Group_October_14_2022108_clip3.mp4
89,89,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0069/Stroke_Buddies_Support_Group_Meeting_#590_clip1.mp4
90,90,data/engagement/video/Group_therapy_video_2/clip0103/Group_therapy_video_271_clip2.mp4
91,91,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0075/Stroke_Buddies_Support_Group_Meeting_#591_clip1.mp4
92,92,data/engagement/video/Zoom_Focus_Group/clip0014/Zoom_Focus_Group22_clip2.mp4
93,93,data/engagement/video/August_Facebook_Live/clip0047/August_Facebook_Live31_clip8.mp4
94,94,data/engagement/video/August_Facebook_Live/clip0073/August_Facebook_Live45_clip5.mp4
95,95,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0019/PCA_Support_Group_Webinar_-_1st_December_2023132_clip6.mp4
96,96,data/engagement/video/Group_therapy_video_2/clip0062/Group_therapy_video_244_clip5.mp4
97,97,data/engagement/video/grief_support_group/clip0028/grief_support_group47_clip3.mp4
98,98,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0033/Te_Awamutu_Community_Board_Meeting_14_September_2021183_clip7.mp4
99,99,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0053/Te_Awamutu_Community_Board_Meeting_14_September_2021192_clip8.mp4
100,100,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0029/Dry_Eye_Zoom_Group_October_14_202239_clip2.mp4
101,101,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0074/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic65_clip6.mp4
102,102,data/engagement/video/August_Facebook_Live/clip0079/August_Facebook_Live46_clip6.mp4
103,103,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0138/Dry_Eye_Zoom_Group_October_14_2022102_clip3.mp4
104,104,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0015/PCA_Support_Group_Webinar_-_1st_December_2023124_clip7.mp4
105,105,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0082/Dry_Eye_Zoom_Group_October_14_202277_clip2.mp4
106,106,data/engagement/video/zoom_group_therapy_session_1/clip0015/zoom_group_therapy_session_134_clip5.mp4
107,107,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0053/Stroke_Buddies_Support_Group_Meeting_#574_clip4.mp4
108,108,data/engagement/video/zoom_group_therapy_session_1/clip0062/zoom_group_therapy_session_179_clip3.mp4
109,109,data/engagement/video/Zoom_Focus_Group/clip0051/Zoom_Focus_Group43_clip2.mp4
110,110,data/engagement/video/August_Facebook_Live/clip0100/August_Facebook_Live56_clip8.mp4
111,111,data/engagement/video/August_Facebook_Live/clip0042/August_Facebook_Live28_clip8.mp4
112,112,data/engagement/video/August_Facebook_Live/clip0063/August_Facebook_Live39_clip7.mp4
113,113,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0003/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202169_clip2.mp4
114,114,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0101/Te_Awamutu_Community_Board_Meeting_14_September_2021211_clip2.mp4
115,115,data/engagement/video/Group_therapy_video_2/clip0036/Group_therapy_video_224_clip4.mp4
116,116,data/engagement/video/grief_support_group/clip0031/grief_support_group51_clip3.mp4
117,117,data/engagement/video/August_Facebook_Live/clip0054/August_Facebook_Live34_clip8.mp4
118,118,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0082/Te_Awamutu_Community_Board_Meeting_14_September_2021203_clip4.mp4
119,119,data/engagement/video/Zoom_Focus_Group/clip0030/Zoom_Focus_Group31_clip1.mp4
120,120,data/engagement/video/Zoom_Focus_Group/clip0046/Zoom_Focus_Group42_clip5.mp4
121,121,data/engagement/video/zoom_group_therapy_session_1/clip0062/zoom_group_therapy_session_179_clip1.mp4
122,122,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0132/Dry_Eye_Zoom_Group_October_14_202298_clip4.mp4
123,123,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0133/Te_Awamutu_Community_Board_Meeting_14_September_2021221_clip1.mp4
124,124,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0014/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic15_clip6.mp4
125,125,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0011/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic13_clip2.mp4
126,126,data/engagement/video/August_Facebook_Live/clip0047/August_Facebook_Live31_clip7.mp4
127,127,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0037/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic39_clip5.mp4
128,128,data/engagement/video/Group_therapy_video_2/clip0062/Group_therapy_video_244_clip3.mp4
129,129,data/engagement/video/August_Facebook_Live/clip0009/August_Facebook_Live9_clip5.mp4
130,130,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0066/Te_Awamutu_Community_Board_Meeting_14_September_2021196_clip7.mp4
131,131,data/engagement/video/Group_therapy_video_2/clip0044/Group_therapy_video_232_clip2.mp4
132,132,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0087/Te_Awamutu_Community_Board_Meeting_14_September_2021204_clip8.mp4
133,133,data/engagement/video/August_Facebook_Live/clip0090/August_Facebook_Live54_clip1.mp4
134,134,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0085/Stroke_Buddies_Support_Group_Meeting_#595_clip2.mp4
135,135,data/engagement/video/August_Facebook_Live/clip0010/August_Facebook_Live10_clip3.mp4
136,136,data/engagement/video/August_Facebook_Live/clip0012/August_Facebook_Live12_clip5.mp4
137,137,data/engagement/video/August_Facebook_Live/clip0012/August_Facebook_Live12_clip7.mp4
138,138,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0122/Dry_Eye_Zoom_Group_October_14_202293_clip3.mp4
139,139,data/engagement/video/zoom_group_therapy_session_1/clip0070/zoom_group_therapy_session_180_clip5.mp4
140,140,data/engagement/video/August_Facebook_Live/clip0071/August_Facebook_Live44_clip2.mp4
141,141,data/engagement/video/Zoom_Focus_Group/clip0009/Zoom_Focus_Group13_clip6.mp4
142,142,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0096/Te_Awamutu_Community_Board_Meeting_14_September_2021210_clip3.mp4
143,143,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0037/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic39_clip6.mp4
144,144,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0134/Te_Awamutu_Community_Board_Meeting_14_September_2021221_clip3.mp4
145,145,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0104/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic79_clip2.mp4
146,146,data/engagement/video/August_Facebook_Live/clip0108/August_Facebook_Live60_clip5.mp4
147,147,data/engagement/video/Zoom_Focus_Group/clip0058/Zoom_Focus_Group51_clip3.mp4
148,148,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0149/Dry_Eye_Zoom_Group_October_14_2022107_clip4.mp4
149,149,data/engagement/video/Zoom_Focus_Group/clip0081/Zoom_Focus_Group79_clip5.mp4
150,150,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0018/PCA_Support_Group_Webinar_-_1st_December_2023128_clip4.mp4
151,151,data/engagement/video/Zoom_Focus_Group/clip0083/Zoom_Focus_Group79_clip6.mp4
152,152,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0051/Te_Awamutu_Community_Board_Meeting_14_September_2021191_clip1.mp4
153,153,data/engagement/video/zoom_group_therapy_session_1/clip0027/zoom_group_therapy_session_143_clip2.mp4
154,154,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0002/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic3_clip6.mp4
155,155,data/engagement/video/grief_support_group/clip0036/grief_support_group59_clip4.mp4
156,156,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0104/Te_Awamutu_Community_Board_Meeting_14_September_2021211_clip1.mp4
157,157,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0139/Dry_Eye_Zoom_Group_October_14_2022102_clip1.mp4
158,158,data/engagement/video/PCA_Support_Group_Webinar_-_1st_December_2023/clip0010/PCA_Support_Group_Webinar_-_1st_December_2023119_clip6.mp4
159,159,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0039/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202192_clip4.mp4
160,160,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip5.mp4
161,161,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0004/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic8_clip4.mp4
162,162,data/engagement/video/August_Facebook_Live/clip0091/August_Facebook_Live54_clip1.mp4
163,163,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0074/Te_Awamutu_Community_Board_Meeting_14_September_2021200_clip5.mp4
164,164,data/engagement/video/Zoom_Focus_Group/clip0107/Zoom_Focus_Group108_clip2.mp4
165,165,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0133/Te_Awamutu_Community_Board_Meeting_14_September_2021221_clip5.mp4
166,166,data/engagement/video/Group_therapy_video_2/clip0072/Group_therapy_video_253_clip5.mp4
167,167,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0051/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic46_clip3.mp4
168,168,data/engagement/video/Group_therapy_video_2/clip0046/Group_therapy_video_232_clip1.mp4
169,169,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0112/Te_Awamutu_Community_Board_Meeting_14_September_2021214_clip2.mp4
170,170,data/engagement/video/grief_support_group/clip0009/grief_support_group18_clip1.mp4
171,171,data/engagement/video/August_Facebook_Live/clip0013/August_Facebook_Live12_clip7.mp4
172,172,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0082/Dry_Eye_Zoom_Group_October_14_202277_clip4.mp4
173,173,data/engagement/video/Group_therapy_video_2/clip0108/Group_therapy_video_274_clip5.mp4
174,174,data/engagement/video/PCA_Support_Group_Webina-9th_December_2022/clip0005/PCA_Support_Group_Webina-9th_December_2022122_clip1.mp4
175,175,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0117/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic89_clip5.mp4
176,176,data/engagement/video/PTSD_Buddies_Zoom_Group_Support_Meeting/clip0037/PTSD_Buddies_Zoom_Group_Support_Meeting26_clip3.mp4
177,177,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0154/Dry_Eye_Zoom_Group_October_14_2022108_clip3.mp4
178,178,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0151/Dry_Eye_Zoom_Group_October_14_2022107_clip4.mp4
179,179,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0109/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic83_clip2.mp4
180,180,data/engagement/video/Group_therapy_video_2/clip0050/Group_therapy_video_236_clip5.mp4
181,181,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0083/Dry_Eye_Zoom_Group_October_14_202277_clip2.mp4
182,182,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0108/Te_Awamutu_Community_Board_Meeting_14_September_2021213_clip3.mp4
183,183,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0030/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip1.mp4
184,184,data/engagement/video/zoom_group_therapy_session_1/clip0036/zoom_group_therapy_session_153_clip4.mp4
185,185,data/engagement/video/Stroke_Buddies_Support_Group_Meeting_#5/clip0067/Stroke_Buddies_Support_Group_Meeting_#588_clip1.mp4
186,186,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0099/Te_Awamutu_Community_Board_Meeting_14_September_2021210_clip3.mp4
187,187,data/engagement/video/Zoom_Focus_Group/clip0095/Zoom_Focus_Group89_clip4.mp4
188,188,data/engagement/video/Zoom_Focus_Group/clip0012/Zoom_Focus_Group20_clip4.mp4
189,189,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0029/Early_Mid_StageCare_Support_Group_Webinar_10th_September_202187_clip3.mp4
190,190,data/engagement/video/zoom_group_therapy_session_1/clip0056/zoom_group_therapy_session_176_clip1.mp4
191,191,data/engagement/video/Group_therapy_video_2/clip0103/Group_therapy_video_271_clip1.mp4
192,192,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0024/Te_Awamutu_Community_Board_Meeting_14_September_2021181_clip6.mp4
193,193,data/engagement/video/August_Facebook_Live/clip0084/August_Facebook_Live50_clip2.mp4
194,194,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0038/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic40_clip6.mp4
195,195,data/engagement/video/Group_therapy_video_2/clip0019/Group_therapy_video_211_clip2.mp4
196,196,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0134/Te_Awamutu_Community_Board_Meeting_14_September_2021221_clip1.mp4
197,197,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0071/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic63_clip4.mp4
198,198,data/engagement/video/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021/clip0047/Early_Mid_StageCare_Support_Group_Webinar_10th_September_2021102_clip1.mp4
199,199,data/engagement/video/August_Facebook_Live/clip0010/August_Facebook_Live10_clip2.mp4
200,200,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0082/Te_Awamutu_Community_Board_Meeting_14_September_2021203_clip8.mp4
201,201,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0143/Dry_Eye_Zoom_Group_October_14_2022104_clip5.mp4
202,202,data/engagement/video/zoom_group_therapy_session_1/clip0037/zoom_group_therapy_session_154_clip3.mp4
203,203,data/engagement/video/August_Facebook_Live/clip0021/August_Facebook_Live19_clip5.mp4
204,204,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip3.mp4
205,205,data/engagement/video/Group_therapy_video_2/clip0014/Group_therapy_video_29_clip2.mp4
206,206,data/engagement/video/Te_Awamutu_Community_Board_Meeting_14_September_2021/clip0046/Te_Awamutu_Community_Board_Meeting_14_September_2021189_clip6.mp4
207,207,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0117/Dry_Eye_Zoom_Group_October_14_202289_clip2.mp4
208,208,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0074/Dry_Eye_Zoom_Group_October_14_202273_clip5.mp4
209,209,data/engagement/video/August_Facebook_Live/clip0058/August_Facebook_Live36_clip6.mp4
210,210,data/engagement/video/Dry_Eye_Zoom_Group_October_14_2022/clip0071/Dry_Eye_Zoom_Group_October_14_202271_clip1.mp4
211,211,data/engagement/video/Group_therapy_video_2/clip0112/Group_therapy_video_280_clip1.mp4
212,212,data/engagement/video/August_Facebook_Live/clip0008/August_Facebook_Live8_clip9.mp4
