listener_clip_uid,listener_video_path,listener_text_path,listener_audio_path,listener_openface_path,speaker_video_path,speaker_text_path,speaker_audio_path,speaker_openface_path,engagement
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0031,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip3.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip3.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip3.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip3.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.csv,0.15
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0031,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip5.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0031/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic26_clip4.csv,0.08999999999999994
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0032,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip1.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip1.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip1.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip1.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.csv,0.0433333333333333
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0032,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip2.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip2.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip2.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip2.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.csv,0.05333333333333323
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0032,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip5.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0032/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic27_clip4.csv,0.0666666666666666
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0033,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip1.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip1.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip1.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip1.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.csv,0.06999999999999994
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0033,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip2.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip2.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip2.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip2.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.csv,0.14666666666666658
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0033,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip5.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0033/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic28_clip4.csv,0.026666666666666634
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0034,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip1.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip1.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip1.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip1.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.csv,0.1333333333333333
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0034,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip4.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.csv,0.1333333333333333
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0034,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip5.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0034/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic31_clip2.csv,0.0666666666666666
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0035,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip1.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip1.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip1.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip1.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.csv,0.2733333333333333
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0035,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip2.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip2.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip2.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip2.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.csv,0.1233333333333333
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0035,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip3.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip3.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip3.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip3.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.csv,0.1666666666666666
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0035,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip4.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip4.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip4.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip4.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0035/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic35_clip5.csv,0.0966666666666666
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0036,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip1.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip1.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip1.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip1.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.csv,0.09333333333333328
Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic_clip0036,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip2.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip2.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip2.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip2.csv,data/engagement/video/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.mp4,data/engagement/text/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.txt,data/engagement/audio/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.wav,data/engagement/featopenface/Ask_a_Therapist_How_to_Manage_Mental_Health_During_a_Pandemic/clip0036/Ask_a_Therapist__How_to_Manage_Mental_Health_During_a_Pandemic36_clip6.csv,0.07666666666666662
