listener_clip_uid,listener_video_path,listener_text_path,listener_audio_path,listener_openface_path,speaker_video_path,speaker_text_path,speaker_audio_path,speaker_openface_path,engagement
Dry_Eye_Zoom_Group_October_14_2022_clip0057,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip4.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,-0.0133333333333333
Dry_Eye_Zoom_Group_October_14_2022_clip0057,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip5.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip5.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip5.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip5.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0057/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,0.2466666666666666
Dry_Eye_Zoom_Group_October_14_2022_clip0058,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,-0.3099999999999999
Dry_Eye_Zoom_Group_October_14_2022_clip0058,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip3.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip3.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip3.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip3.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,-0.2433333333333333
Dry_Eye_Zoom_Group_October_14_2022_clip0058,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip4.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0058/Dry_Eye_Zoom_Group_October_14_202259_clip2.csv,0.0999999999999999
Dry_Eye_Zoom_Group_October_14_2022_clip0059,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.csv,0.1199999999999999
Dry_Eye_Zoom_Group_October_14_2022_clip0059,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip2.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.csv,0.0999999999999999
Dry_Eye_Zoom_Group_October_14_2022_clip0059,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip5.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip5.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip5.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip5.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0059/Dry_Eye_Zoom_Group_October_14_202260_clip4.csv,0.0766666666666666
Dry_Eye_Zoom_Group_October_14_2022_clip0060,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.csv,-0.3966666666666666
Dry_Eye_Zoom_Group_October_14_2022_clip0060,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip2.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0060/Dry_Eye_Zoom_Group_October_14_202261_clip4.csv,-0.0633333333333332
Dry_Eye_Zoom_Group_October_14_2022_clip0061,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.csv,-0.1733333333333332
Dry_Eye_Zoom_Group_October_14_2022_clip0061,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip2.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0061/Dry_Eye_Zoom_Group_October_14_202262_clip4.csv,0.0799999999999999
Dry_Eye_Zoom_Group_October_14_2022_clip0062,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.csv,-0.3866666666666666
Dry_Eye_Zoom_Group_October_14_2022_clip0062,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip2.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.csv,-0.0666666666666666
Dry_Eye_Zoom_Group_October_14_2022_clip0062,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip5.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip5.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip5.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip5.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0062/Dry_Eye_Zoom_Group_October_14_202263_clip4.csv,0.0733333333333332
Dry_Eye_Zoom_Group_October_14_2022_clip0063,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.csv,-0.2233333333333333
Dry_Eye_Zoom_Group_October_14_2022_clip0063,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip5.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip5.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip5.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip5.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0063/Dry_Eye_Zoom_Group_October_14_202264_clip4.csv,0.0533333333333332
Dry_Eye_Zoom_Group_October_14_2022_clip0064,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip3.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip3.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip3.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip3.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0064/Dry_Eye_Zoom_Group_October_14_202264_clip4.csv,-0.2466666666666666
Dry_Eye_Zoom_Group_October_14_2022_clip0065,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,-0.0133333333333333
Dry_Eye_Zoom_Group_October_14_2022_clip0065,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip2.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0065/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,0.2099999999999999
Dry_Eye_Zoom_Group_October_14_2022_clip0066,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip1.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip1.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip1.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip1.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,0.0066666666666666
Dry_Eye_Zoom_Group_October_14_2022_clip0066,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip2.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,0.2633333333333333
Dry_Eye_Zoom_Group_October_14_2022_clip0066,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip3.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip3.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip3.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip3.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0066/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,-0.0199999999999999
Dry_Eye_Zoom_Group_October_14_2022_clip0067,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip2.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip2.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip2.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip2.csv,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,data/engagement/text/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip4.txt,features/audio/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip4.pt,data/engagement/featopenface/Dry_Eye_Zoom_Group_October_14_2022/clip0067/Dry_Eye_Zoom_Group_October_14_202265_clip4.csv,0.0933333333333333
